Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12
Class_1,17,0.9512701715463282,0.9183024584323533,0.942423833724768,0.9162949776490625,0.9282168662418497,0.8490238992588303,0.6600429258077966,0.5877491141571747,0.41152845845589386,0.3109204214619701,0.3194145578260609,0.2966593079500261
Class_1,18,0.975696933705981,0.9365827314101142,0.9106650732663409,0.9353358196115954,0.9160575995433233,0.8397858570786033,0.6413813981353487,0.5654169066420162,0.44231225158532483,0.34146011076776134,0.32040742378119613,0.32619063270782767
Class_1,19,0.9099358953629012,0.9594883141834314,0.9352587091052065,0.9423458473439732,0.8843245283058244,0.8810397706652764,0.6250030963527671,0.5625028821722505,0.4187755653079783,0.35789832617395556,0.30608065002027623,0.3173244445726237
Class_1,20,0.9228468349749515,0.9245124110309646,0.9134374059895864,0.9179450563072936,0.871590166657753,0.8810891715306108,0.6220144026912672,0.6028548174448229,0.4635351344017521,0.3113287016439563,0.2915869654858425,0.2951889074164063
Class_1,21,0.963954851684673,0.9377554549363483,0.9136912392628577,0.9206617034503954,0.9124243045917424,0.8569703399678448,0.6441832621381476,0.6298313258234639,0.4516187622089022,0.31809201366763556,0.31848652584808074,0.26976651269047286
Class_1,22,0.9463663011968126,0.9799503077538335,0.9102536958109739,0.9317869283339977,0.9002660993008785,0.8354733510667233,0.6116624390274762,0.5708067343130554,0.38856910630698127,0.31865975161981785,0.26545757188580366,0.3264283180883408
Class_1,23,0.9590393606641112,0.9393629324584032,0.9133818646345705,0.9502676450605861,0.8801939872799652,0.8264368380848606,0.6327540695521892,0.6184764336812595,0.40302338952876915,0.3210564915600477,0.2701928663193427,0.2826373565864789
Class_1,24,0.9169743300650668,0.9533918217715253,0.9451953372573891,0.9124789295848995,0.930383770224304,0.8989081068280853,0.6087320264237138,0.6284212195535286,0.3975304772745189,0.3464110394940172,0.2883232608072482,0.3145345362347787
Class_1,25,0.9661227925058301,0.9460032098786776,0.9088425817069357,0.9664121055569574,0.9260802415463244,0.8419863254804698,0.6440827034186046,0.629962099545182,0.43850881699335076,0.3603495627216957,0.27203330411434784,0.31914612160212597
Class_1,26,0.9512578600561059,0.9467894389028779,0.9400387232073838,0.9517474485420613,0.8906839603692264,0.8944869000234993,0.6633440493808156,0.574150079977407,0.4289732258530775,0.36394341720693935,0.31816030749263424,0.2698944897209698
Class_1,27,0.9802497506827516,0.9104012138530385,0.9041530658828375,0.9530033289208502,0.8723183484125544,0.8999958843707218,0.6216913472017755,0.6278431518586944,0.38987424830138934,0.3584654910538018,0.2887273109032405,0.32391626816726543
Class_1,28,0.9147032861933985,0.9318290952977105,0.9104678041216313,0.9556079271966976,0.902295770562905,0.8772334396921107,0.6209993473249571,0.5641149618165086,0.4628426667838117,0.3201138434760932,0.3309590877349572,0.28194075005483105
Class_1,29,0.9396501190876284,0.9144916898164689,0.9262668748496851,0.9005827171693924,0.9288314979781133,0.8285681976260789,0.636094445634719,0.6036055465072553,0.4251073437110582,0.33987048954426696,0.2685250840880457,0.32126865338904015
Class_1,30,0.9552302694994678,0.9403898429714294,0.9211798242988908,0.9683015683200098,0.9120266252739482,0.8694485140256403,0.6559245596443014,0.5859243919116779,0.43518660301533874,0.31067076057582294,0.2583344206084613,0.26450155009188997
Class_1,31,0.9274573772826346,0.9138753680754373,0.9709069975594827,0.9409711218505724,0.9002573115445719,0.8782540076955782,0.6413042427964438,0.6161017952370065,0.39176263741810846,0.3324399607317298,0.2596544066971168,0.2776730236246684
Class_1,32,0.9735659352619188,0.913516402229126,0.9799640087850283,0.9226837921952135,0.936072713953791,0.8527132258688432,0.6474695303936541,0.6109938593245782,0.40170520835486284,0.31965424592496483,0.2948181068663487,0.3065928227214136
Class_1,33,0.9497877050069756,0.9678475783762593,0.9340819457691117,0.934411996565694,0.9071639340562381,0.8299340442020575,0.6516515243369044,0.6291132976469224,0.4290901053889282,0.3263999914163527,0.2795610781005574,0.3025521585748324
Class_1,34,0.9315193848996185,0.912317710849563,0.9773837098773804,0.9519574543692713,0.89898130209824,0.8688705989615187,0.6593267603087127,0.6149697240166528,0.40276879342997085,0.3400149981868954,0.2606528249741487,0.2934018708023981
Class_1,35,0.9315016351546026,0.9360620132202548,0.9402308905734359,0.9476033444593357,0.9284086824118527,0.8423781728146841,0.6260545079862355,0.585927310020445,0.4554556903572359,0.3359354290146671,0.26680663409483923,0.29622305606334687
Class_1,36,0.916732911806022,0.9620604936219477,0.9227834149019999,0.9514393159108465,0.9057381643320573,0.8957185851681556,0.6403232781885686,0.571029053483192,0.443852813114948,0.333289364379129,0.32292910161207855,0.276810244141472
Class_1,37,0.9762739357421137,0.9525521487879444,0.9693075273497078,0.9635561968949443,0.8936173327666714,0.8676637210798495,0.6202656267627121,0.5655641138696941,0.4247586748232836,0.3088358533907986,0.3078132900369503,0.2839706220612135
Class_1,38,0.9267870091915817,0.9616893855369103,0.9343970398808646,0.906100372848482,0.8770148092076757,0.8294536467600921,0.6189973894954773,0.5794581982757866,0.4487033976120864,0.35963954787385743,0.29809663895821265,0.2812988447150652
Class_1,39,0.9326800016325083,0.9509425151735158,0.9766190349041608,0.937083456419089,0.9238929261463867,0.8818616234546939,0.6352321374602032,0.5934261616032404,0.40046367814671685,0.3488881207084126,0.318719816482047,0.3121703272895837
Class_1,40,0.9430958062940287,0.9183392460903393,0.9313861105401632,0.9350277193835738,0.8828255263576512,0.8920431300392597,0.6408721865282706,0.605107630213825,0.41866721321197986,0.3426811756626648,0.2895762574403599,0.2841025813432902
Class_1,41,0.93448811149115,0.946830048536331,0.9697788041020505,0.916893043321815,0.8661072848936056,0.831127458544332,0.5898273593799667,0.580880388415758,0.4577155003662198,0.31754111883557723,0.2738271387953005,0.2924537536539358
Class_1,42,0.9543854688617206,0.9605653999777695,0.9816110599017233,0.9298381979619359,0.886479684418287,0.8456938312899214,0.6399661645783408,0.5963230130122069,0.4346499849479761,0.3120814377947202,0.3070209116916961,0.29314616829483625
Class_1,43,0.9331127457054855,0.9640616434443623,0.9498808836779046,0.9340833501619898,0.9381160029039901,0.8784391212208579,0.6136987945848874,0.5781337744668257,0.40450429846737107,0.3534892917848577,0.2777558835473507,0.283780075073453
Class_1,44,0.9157276101909292,0.9281277088046697,0.9673797084804654,0.9669001009635679,0.8654231832980698,0.8833580322426943,0.6481570564520206,0.5714966570148587,0.4426887278743134,0.31036977755844103,0.31552446966770004,0.25858765285706264
Class_1,45,0.9182435238295142,0.9319152355649617,0.9425202410611674,0.9107632729346953,0.9245497540501166,0.8896270720100544,0.597477947383378,0.6011928048621334,0.42426123915953556,0.36149959325789394,0.30693639897077685,0.3093238688454096
Class_1,46,0.9493192208641258,0.9512864050242926,0.976112130994683,0.9603466193736864,0.8751931403857414,0.8358179104220508,0.6571103772442713,0.6014103335078428,0.4228222973345582,0.3416710772584184,0.2757985721012214,0.3043861754029168
Class_1,47,0.9150621097831962,0.9327039641872373,0.9672156115780317,0.9295996162464194,0.9282020286359131,0.8414921413263583,0.5885376127362688,0.5737321034752474,0.44946340519305195,0.36766071630513053,0.2896086736549494,0.2737269964913458
Class_1,48,0.9658657167491509,0.9244346681550744,0.9665595624878367,0.9671152597580603,0.9336093405135463,0.8523375149898977,0.6184939856157246,0.5693134811165955,0.4381504341781792,0.37346615216769874,0.26241657210230734,0.29602286026749824
Class_1,49,0.9614246427912633,0.9418385939317048,0.9736667510242665,0.9363118426732968,0.8940668364559778,0.8310905347144972,0.5932492678471554,0.6171638091830006,0.40387884249604367,0.34289097096930593,0.29335455176281733,0.27402160162585176
Class_1,50,0.9412032657625596,0.9220508172038903,0.9161228500059726,0.9381099200839362,0.8935033292770619,0.8696865669080107,0.6022999670881466,0.6142213468797832,0.4357260586928709,0.34221390450047207,0.29128430990732573,0.2812145618873347
Class_1,51,0.9283781218288893,0.9363505767844725,0.9708510183817572,0.9162131944226399,0.8989040810110646,0.8634958321969953,0.6012188054157616,0.6166881719328323,0.39304831846612315,0.3670045157035081,0.33083022956302055,0.30346714094619776
Class_1,52,0.9384799809604941,0.9552469837633457,0.9468210685838251,0.9270079561855561,0.8869594341100224,0.847358249806825,0.5924975448808332,0.5931655264361304,0.4246793231476419,0.3189091661156881,0.3218416203824477,0.26544163740851506
Class_1,53,0.9557317127486069,0.9276829343751282,0.9805579368829955,0.8935445115466844,0.9286850096127146,0.8920760620149482,0.6507043873976044,0.6026489298870826,0.4152963757793328,0.3583118618700559,0.30529127410743423,0.27033730642330667
Class_1,54,0.9267670279554248,0.964768754995793,0.9231621991196594,0.9560325197847365,0.8705771736600789,0.8839539103229858,0.5891760951504724,0.6227025154192896,0.4073243609675269,0.3690744236042116,0.2854950421679034,0.316018769944471
Class_1,55,0.9102210583399531,0.9637608372245341,0.9243529025673932,0.9568823117103976,0.8861721668763634,0.8887044278257971,0.5939911880286531,0.6122789577837247,0.4288684094875481,0.37023751345697076,0.2687289895948099,0.2865279548463743
Class_1,56,0.9304506735809257,0.9295741051841041,0.9291978295921135,0.9183174303024846,0.8699291176744869,0.8366698193771561,0.6044760288778039,0.5844098168088713,0.42907646068817407,0.3171150732592977,0.289456386875484,0.25840522207318317
Class_1,57,0.9227781643347526,0.9651369361874611,0.9689440465932251,0.9583397024472,0.9236064018628788,0.8305093504661659,0.613301450131628,0.5650925482590669,0.4437429209059667,0.3567965670815548,0.2670045653643582,0.3129421945264338
Class_1,58,0.9777909942964209,0.9294548374801302,0.9033078248088805,0.9113868417242016,0.9005797923110829,0.8869925888206596,0.6515048420994913,0.5814947008470138,0.4359083629045267,0.3557128806868347,0.2726265190347817,0.3118942452782081
Class_1,59,0.9709958112441851,0.9498063278423072,0.9167640763588151,0.9152408028365426,0.9061406600523347,0.8483950538575911,0.6604390141695239,0.5875379795974937,0.3898947325887065,0.3787633448554316,0.2730403971726301,0.25221195813708547
Class_1,60,0.9746946511095963,0.9648639804648418,0.9475641572752707,0.9488714776685846,0.8833437682290802,0.8726265551087934,0.6476808052157718,0.5855898064926411,0.4197073566975956,0.32157256153223396,0.312555005278941,0.28882022117831174
Class_1,61,0.9294378436804003,0.9755440725593453,0.9631987910768113,0.8935979043072135,0.927143672546236,0.8441226329544883,0.6467016506397406,0.5792362854683615,0.42741128205208184,0.31085084426004195,0.27373748379148083,0.30376019589739367
Class_1,62,0.9775537168664158,0.9462851550502253,0.9529800791632782,0.9607883126778216,0.8736737836437372,0.8337569219522964,0.6602616958355313,0.5641800649325154,0.4369400197677311,0.3754443054610878,0.30861111730991264,0.2631673258571262
Class_1,63,0.9270418537904372,0.9465890353693415,0.9598997839986413,0.9655692491732968,0.9059440744391037,0.8626974135697045,0.6230692572332244,0.5684398127765513,0.4410451513623173,0.3601876213877741,0.311922717809458,0.2989575319781064
Class_1,64,0.9444439759713472,0.9326821465113739,0.9703529050872785,0.9645271188218202,0.9197028240846513,0.8706875263995417,0.6509666308660105,0.5848160946509382,0.44361069769804984,0.34489503536298194,0.2600338945147684,0.2876204878548777
Class_1,65,0.9550277378479933,0.9279671972791,0.9410510739491336,0.9107796798573217,0.887483438871677,0.8944503507006147,0.6396883888502626,0.580299494625951,0.4504553451337189,0.35683862658314675,0.3042793973587321,0.32651792714729905
Class_1,66,0.9103524837078993,0.9197618780093857,0.9256773306131755,0.9304777291032904,0.8708436229124709,0.8348669945668074,0.6282843163061544,0.6041773735005443,0.46152195788261013,0.3331652125293465,0.3251152149303386,0.3011615651203966
Class_1,67,0.926363018254417,0.948770035186476,0.9694918098407885,0.9599796671623697,0.885911816458378,0.8630878776802181,0.6573557061620032,0.5997467096175004,0.4014927840328489,0.37911712892741095,0.29607597213815273,0.3123671778336759
Class_1,68,0.9396663127143681,0.9232255999837801,0.9476214538261936,0.9480254511739229,0.9383150544209965,0.8773384826906769,0.609499997675632,0.6073590479405023,0.4157471957240652,0.3194792376102433,0.31302895838565337,0.29983136605573424
Class_1,69,0.9138969272052634,0.9266360778538684,0.9170360466151719,0.9552807448770342,0.9208410556390423,0.842446717644851,0.600370545979644,0.5785819220107303,0.405697196100284,0.31371744426790893,0.2791419560219263,0.25234952407374694
Class_1,70,0.9450846721134984,0.9604144273782695,0.9457729699679945,0.896238382676551,0.9128244672674404,0.8954291431596033,0.599912762642876,0.6015071067345102,0.4025263500485565,0.3220385898950034,0.27653326722331545,0.2838439590222857
Class_1,71,0.9562986719653289,0.9303326681132916,0.9038562518746024,0.9186530860829367,0.8817668991196984,0.8717793097859724,0.6408090320445703,0.6071417214079758,0.41744752522100714,0.3823724916086483,0.32740730129425766,0.3086595019078979
Class_1,72,0.971477529734644,0.9678186767947058,0.9273693059256697,0.9084191485866366,0.8764326453542097,0.8313572894234953,0.6420672341211722,0.5745173102769436,0.43628713650540674,0.327323655068064,0.28984886449613445,0.28304678067445005
Class_1,73,0.970603745695063,0.9722058720310135,0.966083906481741,0.9200939717643396,0.9348051267180221,0.8408024778470541,0.6525636579690753,0.6326786086086466,0.41475971901374575,0.35299641843520024,0.3201614907985791,0.26764474005196337
Class_1,74,0.9629309472677174,0.9483717562351165,0.9247636213808391,0.9419359185693337,0.8818541374344981,0.8678948138969826,0.5995528089056804,0.5770598793784719,0.41879358995235183,0.3771065427378323,0.312812823908842,0.2870922255214453
Class_1,75,0.9648200076244653,0.9627563369355793,0.9440015789092037,0.9247177423680087,0.9178473006087735,0.8503516391806009,0.6205804623710653,0.5706578283317544,0.4247209133590976,0.3158653270968006,0.29091224804713806,0.28525248008312576
Class_1,76,0.970113033921171,0.9778053961714834,0.9674451527670974,0.8932535496566498,0.8982570211762566,0.8458609898762762,0.6548460933162881,0.6093423482093164,0.40327528516782757,0.38267276254362353,0.31252051110457046,0.31593375808055507
Class_1,77,0.9483545181421057,0.9169509410719036,0.9345961498122812,0.954031441254539,0.8984957792913305,0.8821912395006596,0.6198576919038247,0.5876121322803199,0.4361634691854793,0.33944005364007007,0.30546020868204016,0.3167911478205823
Class_1,78,0.9537848949675961,0.925129443889561,0.9248888122735498,0.9585484719932138,0.9060303301100183,0.8865865591065424,0.6564742130121267,0.5960170985036354,0.39474674954830785,0.3334404021174571,0.31848862299772673,0.2898029904859954
Class_1,79,0.9465834520605727,0.981318868722581,0.9091969620911198,0.9637280351066071,0.9265640981599081,0.8793892315627632,0.6621546504883046,0.5904610356518636,0.43381370375591455,0.3175091759218166,0.3072628344478708,0.2769746135162317
Class_1,80,0.9549081456665055,0.9534485133391201,0.9568934597499904,0.9275556086403668,0.8873395227140289,0.8742538687453739,0.6142538406057501,0.5879439326178132,0.3900418073021481,0.34947540359084117,0.2854494313391371,0.2697892080538586
Class_1,81,0.9141059576771728,0.9773125382152682,0.9574310548751845,0.9383880420127739,0.911778858402957,0.8704944075526184,0.6362516072221995,0.6244167986506836,0.4506084179434472,0.3481531783744195,0.26915334610470415,0.3094241954731607
Class_1,82,0.9568690987463128,0.9703663338875229,0.9041713337799201,0.9384238706404908,0.8788676277299718,0.8279118083545479,0.630125274071359,0.5868799996640731,0.4090919572299937,0.35010811839794503,0.26345559026243887,0.2566206227885753
Class_1,83,0.9476262861184062,0.9375986719709725,0.9215749771118644,0.947857399092443,0.8857400386675955,0.8972444576118078,0.6145815672386158,0.6099458439186711,0.46100727081058057,0.35007553332559005,0.29684056535078746,0.25252581546827035
Class_1,84,0.9105682139459326,0.9410999958036004,0.9789970666477488,0.8993412519294772,0.8727410516608114,0.8753353306309213,0.6175112345136841,0.6326313455639658,0.4511184403887653,0.3451480114974926,0.318883336738292,0.2829970853030309
Class_1,85,0.9288606496525585,0.9587809403621417,0.9162025094903613,0.904105442692338,0.9243835818268908,0.881241070156464,0.6591174984780778,0.5795799916867483,0.4620174362185591,0.3495308899304105,0.2947432666759126,0.31430446843761245
Class_1,86,0.9637713068670895,0.9094959627945737,0.9266663427024032,0.9043086387565579,0.923149446516818,0.893514453521236,0.6447172438642317,0.6180212758407625,0.4002912235682138,0.3170689033264561,0.2620529054159404,0.3166083790944949
Class_1,87,0.9659499394156402,0.941390703586793,0.9141916269530245,0.9622790286735879,0.9160955437120675,0.8931049394448731,0.6588104934150989,0.5955681973019771,0.43543536813230704,0.32725850436850895,0.30858837705411424,0.3210393318473731
Class_1,88,0.9490347002778466,0.9162261663229726,0.9685953488671973,0.9466602671485841,0.9340713880989557,0.8820771681705258,0.6131962272408905,0.6334963627613291,0.4495303216536778,0.3504240488594528,0.3306722170151805,0.2996727394021306
Class_1,89,0.9481255543051332,0.95831244771305,0.9385586715976881,0.9252680016406359,0.9128066218786992,0.8695934084372546,0.625221864123386,0.5781544658908742,0.41096791843180525,0.3373512118076813,0.3095466353154067,0.25778743670755444
Class_1,90,0.9659039421094312,0.943535309210558,0.9790527561072125,0.9552992616167357,0.890350345446618,0.8516894615937102,0.6240386346792604,0.6320686627709069,0.4033767643138349,0.3174610504693517,0.30372143218327274,0.2762998012229604
Class_1,91,0.9689931405555381,0.9714639331379176,0.96231368483215,0.9070833164392191,0.8681370758252707,0.8831634372197621,0.6052430892967254,0.6123527120074487,0.413075958992629,0.31039008486412195,0.28955468314487365,0.2801164069482026
Class_1,92,0.9196523417921755,0.9261506366938229,0.9351249791257293,0.8972545410797448,0.928647030714256,0.8398208997998929,0.6409622324370262,0.5616835440309591,0.4097949743074534,0.3264807134063789,0.30419562262393446,0.32545177294908845
Class_1,93,0.9663320669189792,0.9427850408293887,0.9338431196397586,0.931053341445527,0.8829240660603787,0.8669966605302782,0.6270979848699745,0.5967897610852169,0.3980221599393489,0.3592399978840449,0.3076026726387038,0.27078128254050854
Class_1,94,0.9308387404793906,0.9693882554293983,0.9236780592052933,0.9048934127314107,0.9058072085049877,0.900680957330656,0.6499822996044528,0.5643778889546236,0.4498535648185567,0.3091954392100215,0.2797604546760193,0.2638615453501122
Class_1,95,0.913361198064487,0.9672886981119969,0.9321007091501695,0.9000674456902504,0.9077887704949843,0.8848596642229216,0.6239317949912605,0.609231089955021,0.45511916610173603,0.3402820664296781,0.2972423513634075,0.27341011935235787
Class_1,96,0.9423042947656076,0.9306624670630342,0.93075868417685,0.9625986099468278,0.9042003270207608,0.8424872714157314,0.6432512971978959,0.5808160774068966,0.4017255576558579,0.3618277991421315,0.3222288462988883,0.3209732558614618
Class_1,97,0.9373033758036519,0.9622821592563515,0.9519242710861214,0.9470909782845025,0.9331732526494458,0.8454787594952111,0.6202052070264742,0.5728547696603741,0.44775376011732027,0.3521731503694556,0.3137860032330418,0.32151067983153925
Class_1,98,0.9510092586036357,0.9626127100171257,0.9388823975448887,0.9406209774004124,0.8963605778466175,0.83947674698093,0.6637518407023283,0.6205479445316863,0.4224912155947674,0.3153023572672689,0.2761142303265218,0.3180327762426989
Class_1,99,0.9731867759727801,0.9676445499125446,0.9678583840687146,0.935812018407961,0.8928811835930383,0.8517337016417861,0.5966207095654,0.5853460300112868,0.46327185158205425,0.3116056059943412,0.30318909213776574,0.31253958229098927
Class_1,100,0.9266521324010292,0.9573746462572312,0.9059708121633808,0.9299859346114416,0.9371944257884535,0.8412859932664716,0.6252667002802141,0.5831780499859298,0.4506271540007002,0.37803765300759523,0.260918056307366,0.26709008353689107
Class_1,101,0.9339305333229078,0.9759797399973164,0.9812634435826795,0.9637686159965247,0.9176728603307398,0.8793790377209901,0.6629880256747194,0.6295802978070795,0.4310313260359008,0.3401283562548567,0.26641728934367825,0.3125085872523343
Class_1,102,0.9426640155830406,0.9668427570827755,0.9708495847386232,0.9253384090932986,0.9039303694571279,0.8617329372820768,0.6021217433075795,0.5786582925666012,0.4393156077308295,0.3812704093893844,0.26970490308627987,0.3227774119879986
Class_1,103,0.9799084748966238,0.9268721310898083,0.9176495279785917,0.9104693297323777,0.8780289196107267,0.8611599933716563,0.589864634885719,0.5655244254018627,0.4528248990394113,0.3269300045429104,0.28952659263006336,0.2976023482256166
Class_1,104,0.9476399846969733,0.9340060651015328,0.9774312697632219,0.9519700567102071,0.8946111425583224,0.8649807214221997,0.6020502185781446,0.6352027585584102,0.442316276579047,0.3359429859909381,0.2595034233987886,0.29458038495618677
Class_1,105,0.944093359308401,0.9793954529854534,0.9192150869579208,0.9544422736204891,0.9359273785281127,0.8631288095051738,0.6106533777262888,0.5659732067830711,0.4546793638708963,0.36798511306356513,0.2841016703438401,0.304723635968303
Class_1,106,0.9362221531797529,0.9342283340302813,0.9649585070074833,0.9540873903305418,0.9250434615494934,0.8654996201112781,0.6253133361546207,0.5928529785503658,0.4162971394677329,0.33594382474911133,0.3144996025039478,0.251884025005248
Class_1,107,0.9465909231844912,0.9154565631080089,0.915668014250652,0.9635692352940024,0.8987603582633279,0.8887291165502561,0.6539167156144436,0.6009492623985249,0.42704274925844127,0.3494656979148874,0.3069165283050595,0.28634081665311606
Class_1,108,0.9767903961082931,0.9611663563812848,0.9337407762198328,0.9410659991436516,0.8693591029231621,0.867258257875325,0.6082206013634865,0.5690620455971878,0.4054892918042646,0.3778784535328083,0.3036780555843425,0.3029519199319797
Class_1,109,0.9263146615685477,0.9812215531413662,0.9490581122252232,0.9027238047017371,0.8899628431910076,0.8358470628958021,0.6472375492126932,0.5869029951905912,0.40333591907758504,0.31876487866410314,0.28091968868270273,0.27031121405086583
Class_1,110,0.9384338898282297,0.9095560801903746,0.9733909804554695,0.9135935003993808,0.9341800538031679,0.8335125154397592,0.6553921739050288,0.607641161821659,0.457812212720732,0.3249815443637668,0.280885241403452,0.29662103695592484
Class_1,111,0.9514974584178402,0.9632188398245313,0.9552055675863843,0.951368001027789,0.8960909606018331,0.8474603629678528,0.6407226883356943,0.5841196729013967,0.4423189079031286,0.32202353958143487,0.25983962409444317,0.3216948034234436
Class_1,112,0.9352860168424665,0.9573904240596847,0.9778598215261165,0.9069195161875017,0.8757657875438825,0.8371002769802801,0.6426516939592788,0.6268759638626443,0.40562666684236753,0.31731416614626395,0.2606433966828994,0.32216773635449675
Class_1,113,0.977887660343385,0.9665150273641959,0.9459258879361112,0.9280724078872883,0.9195264181325102,0.8862857478946828,0.6552354291445069,0.6277688497898251,0.4477144371367336,0.36596090574425993,0.29264819859671487,0.29965720058944073
Class_1,114,0.978207359357982,0.9198339251291139,0.9751972417710064,0.9554772694278832,0.9092788665672821,0.8894434129197066,0.5978481313355399,0.6199570743913716,0.4192673398427515,0.3789614012672138,0.26017440551794974,0.2694392773718737
Class_1,115,0.9488432814947436,0.9202139143425441,0.9156587697503561,0.923636794849472,0.9318271614431056,0.8780569116889817,0.5984025269987949,0.6071479866239414,0.4634611161991943,0.3443024322568007,0.26198056725173907,0.2827756636157991
Class_1,116,0.9590493965209426,0.9593254310754075,0.9482003432939814,0.9143085923688886,0.8678173557466256,0.8618285749014346,0.5979651329992987,0.6038469247732857,0.44318330037323905,0.33112579375895734,0.3155277326542901,0.3212745548174715
Class_1,117,0.9542184237982094,0.9740012728318246,0.9720175636915789,0.9019412350652427,0.9190029348985539,0.8473585717831245,0.616586993377161,0.5985084153928885,0.45680608970302256,0.3659954389217554,0.29868715289688247,0.26248023595397035
Class_1,118,0.9460257277919973,0.911048497154614,0.9177832734917724,0.9184678914600429,0.8743050899529012,0.8881520127300142,0.611816105046524,0.6180662245883866,0.4268457869345332,0.33973301348581764,0.2919445436852248,0.28716738752014515
Class_1,119,0.9707780315009317,0.9752081568719311,0.9527301884043078,0.9538637597815338,0.8992624181647312,0.8688159360133177,0.6012088147495925,0.6211138762282596,0.45110848924308666,0.3122034995373216,0.2875933999253175,0.3198008694243598
Class_1,120,0.9288247521957438,0.9510197779780919,0.9083328736305708,0.9567881888631713,0.9132675049041453,0.8612082418552444,0.6038369474231629,0.5656460880799455,0.42081363810529643,0.3657078182222462,0.30642567305489676,0.2674361312315157
